|negative|,|:(|
|negative|,|:-(|
|negative|,|abandoned|
|negative|,|abeled|
|negative|,|abused|
|negative|,|accused|
|negative|,|addicted|
|negative|,|afraid|
|negative|,|aggravated|
|negative|,|aggressive|
|negative|,|alone|
|negative|,|an issue|
|negative|,|angered|
|negative|,|angry|
|negative|,|anguish|
|negative|,|annoyed|
|negative|,|annoying|
|negative|,|anooying|
|negative|,|anti|
|negative|,|anti-women|
|negative|,|anxiety|
|negative|,|anxious|
|negative|,|apprehensive|
|negative|,|aren't|
|negative|,|argumentative|
|negative|,|arrogant|
|negative|,|artificial|
|negative|,|ashamed|
|negative|,|assaulted|
|negative|,|at a loss|
|negative|,|at risk|
|negative|,|atrocious|
|negative|,|attacked|
|negative|,|avoided|
|negative|,|awful|
|negative|,|awkward|
|negative|,|bad|
|negative|,|bad quality|
|negative|,|badgered|
|negative|,|baffled|
|negative|,|banned|
|negative|,|barren|
|negative|,|beat|
|negative|,|beaten down|
|negative|,|belittled|
|negative|,|berated|
|negative|,|betrayed|
|negative|,|bewildered|
|negative|,|bitched at|
|negative|,|bitter|
|negative|,|bizzare|
|negative|,|blacklisted|
|negative|,|blackmailed|
|negative|,|blamed|
|negative|,|bleak|
|negative|,|blown away|
|negative|,|blues|
|negative|,|blur|
|negative|,|bored|
|negative|,|boring|
|negative|,|bossed-around|
|negative|,|bothered|
|negative|,|bothersome|
|negative|,|bounded|
|negative|,|boxed-in|
|negative|,|brainwashed|
|negative|,|broken|
|negative|,|bruised|
|negative|,|brushed-off|
|negative|,|bugged|
|negative|,|buggy|
|negative|,|bullied|
|negative|,|bullshit|
|negative|,|bummed|
|negative|,|bummed out|
|negative|,|burdened|
|negative|,|burdensome|
|negative|,|burned|
|negative|,|burned-out|
|negative|,|caged in|
|negative|,|can't send|
|negative|,|careless|
|negative|,|chaotic|
|negative|,|chased|
|negative|,|cheated|
|negative|,|cheated on|
|negative|,|chicken|
|negative|,|claustrophobic|
|negative|,|clingy|
|negative|,|closed|
|negative|,|clueless|
|negative|,|clumsy|
|negative|,|coaxed|
|negative|,|codependent|
|negative|,|coerced|
|negative|,|cold|
|negative|,|cold-hearted|
|negative|,|combative|
|negative|,|commanded|
|negative|,|commie|
|negative|,|communist|
|negative|,|compared|
|negative|,|competitive|
|negative|,|completely wrong|
|negative|,|compulsive|
|negative|,|conceited|
|negative|,|concerned|
|negative|,|condemned|
|negative|,|condescended to|
|negative|,|confined|
|negative|,|conflicted|
|negative|,|confronted|
|negative|,|confused|
|negative|,|conned|
|negative|,|consumed|
|negative|,|contemplative|
|negative|,|contempt|
|negative|,|contentious|
|negative|,|controlled|
|negative|,|convicted|
|negative|,|cornered|
|negative|,|corralled|
|negative|,|cowardly|
|negative|,|crabby|
|negative|,|cramped|
|negative|,|cranky|
|negative|,|crap|
|negative|,|crappy|
|negative|,|crazy|
|negative|,|creeped out|
|negative|,|creepy|
|negative|,|critical|
|negative|,|criticized|
|negative|,|cross|
|negative|,|crowded|
|negative|,|cruddy|
|negative|,|cruel|
|negative|,|crummy|
|negative|,|crushed|
|negative|,|cut-down|
|negative|,|cut-off|
|negative|,|cynical|
|negative|,|damaged|
|negative|,|damn|
|negative|,|damned|
|negative|,|dangerous|
|negative|,|dark|
|negative|,|dazed|
|negative|,|dead|
|negative|,|deceived|
|negative|,|deep|
|negative|,|defamed|
|negative|,|defeated|
|negative|,|defective|
|negative|,|defenseless|
|negative|,|defensive|
|negative|,|defiant|
|negative|,|deficient|
|negative|,|deflated|
|negative|,|degraded|
|negative|,|dehumanized|
|negative|,|dejected|
|negative|,|delicate|
|negative|,|deluded|
|negative|,|demanding|
|negative|,|demeaned|
|negative|,|demented|
|negative|,|demoralized|
|negative|,|demotivated|
|negative|,|dependent|
|negative|,|depleted|
|negative|,|depraved|
|negative|,|depressed|
|negative|,|deprived|
|negative|,|deserted|
|negative|,|deserving of pain|
|negative|,|deserving of punishment|
|negative|,|desolate|
|negative|,|despair|
|negative|,|despairing|
|negative|,|desperate|
|negative|,|despicable|
|negative|,|despise|
|negative|,|despised|
|negative|,|destroyed|
|negative|,|destructive|
|negative|,|detached|
|negative|,|detest|
|negative|,|detestable|
|negative|,|detested|
|negative|,|devalued|
|negative|,|devastated|
|negative|,|deviant|
|negative|,|devoid|
|negative|,|diagnosed|
|negative|,|dictated to|
|negative|,|didn't last|
|negative|,|different|
|negative|,|difficult|
|negative|,|directionless|
|negative|,|dirty|
|negative|,|disabled|
|negative|,|disagreeable|
|negative|,|disappointed|
|negative|,|disappointing|
|negative|,|disapproved of|
|negative|,|disbelieved|
|negative|,|discardable|
|negative|,|discarded|
|negative|,|disconnected|
|negative|,|discontent|
|negative|,|discouraged|
|negative|,|discriminated|
|negative|,|disdain|
|negative|,|disdainful|
|negative|,|disempowered|
|negative|,|disenchanted|
|negative|,|disgraced|
|negative|,|disgruntled|
|negative|,|disgust|
|negative|,|disgusted|
|negative|,|disheartened|
|negative|,|dishonest|
|negative|,|dishonorable|
|negative|,|disillusioned|
|negative|,|dislike|
|negative|,|disliked|
|negative|,|dismal|
|negative|,|dismayed|
|negative|,|disorganized|
|negative|,|disoriented|
|negative|,|disowned|
|negative|,|displeased|
|negative|,|disposable|
|negative|,|disregarded|
|negative|,|disrespected|
|negative|,|dissapointing|
|negative|,|dissatisfied|
|negative|,|distant|
|negative|,|distracted|
|negative|,|distraught|
|negative|,|distressed|
|negative|,|disturbed|
|negative|,|dizzy|
|negative|,|doesn't recommend|
|negative|,|dominated|
|negative|,|don't like|
|negative|,|don't support|
|negative|,|doomed|
|negative|,|double-crossed|
|negative|,|doubted|
|negative|,|doubtful|
|negative|,|down|
|negative|,|down and out|
|negative|,|down in the dumps|
|negative|,|downhearted|
|negative|,|downtrodden|
|negative|,|drained|
|negative|,|dramatic|
|negative|,|dread|
|negative|,|dreadful|
|negative|,|dreary|
|negative|,|drop dead|
|negative|,|dropped|
|negative|,|drunk|
|negative|,|dry|
|negative|,|duh|
|negative|,|dull|
|negative|,|dumb|
|negative|,|dumbfounding|
|negative|,|dumbifying|
|negative|,|dumped|
|negative|,|dumped on|
|negative|,|duped|
|negative|,|duplicity|
|negative|,|edgy|
|negative|,|egocentric|
|negative|,|egotistic|
|negative|,|egotistical|
|negative|,|elusive|
|negative|,|emancipated|
|negative|,|emasculated|
|negative|,|embarrassed|
|negative|,|emotional|
|negative|,|emotionally bankrupt|
|negative|,|emotionless|
|negative|,|empty|
|negative|,|encumbered|
|negative|,|endangered|
|negative|,|enraged|
|negative|,|enslaved|
|negative|,|entangled|
|negative|,|envious|
|negative|,|evaded|
|negative|,|evasive|
|negative|,|evicted|
|negative|,|evil|
|negative|,|excessive|
|negative|,|excluded|
|negative|,|exhausted|
|negative|,|expensive|
|negative|,|exploited|
|negative|,|exposed |
|negative|,|fail|
|negative|,|failful|
|negative|,|failing|
|negative|,|fake|
|negative|,|fallen|
|negative|,|fallen behind|
|negative|,|fallen way behind|
|negative|,|FALSE|
|negative|,|false|
|negative|,|fear|
|negative|,|fearful|
|negative|,|fed up|
|negative|,|fierce|
|negative|,|flailing|
|negative|,|flawed|
|negative|,|flipped-out|
|negative|,|foolish|
|negative|,|forced|
|negative|,|forgetful|
