|positive|,|:)|
|positive|,|:-)|
|positive|,|:]|
|positive|,|:d|
|positive|,|:p|
|positive|,|;)|
|positive|,|;-)|
|positive|,|;]|
|positive|,|;p|
|positive|,|absolutely love|
|positive|,|abundant|
|positive|,|accomplished|
|positive|,|achieving|
|positive|,|active|
|positive|,|admirable|
|positive|,|admired|
|positive|,|adorable|
|positive|,|adventurous|
|positive|,|affluent|
|positive|,|agile|
|positive|,|agreeable|
|positive|,|alert|
|positive|,|aligned|
|positive|,|alive|
|positive|,|amazing|
|positive|,|amused|
|positive|,|appealing|
|positive|,|appreciate|
|positive|,|artistic|
|positive|,|astounding|
|positive|,|astute|
|positive|,|attentive|
|positive|,|attractive|
|positive|,|auspicious|
|positive|,|authentic|
|positive|,|awake|
|positive|,|aware|
|positive|,|awesome|
|positive|,|beaming|
|positive|,|beautiful|
|positive|,|best|
|positive|,|best looking|
|positive|,|blessed|
|positive|,|bliss|
|positive|,|bold|
|positive|,|brave|
|positive|,|bright|
|positive|,|brilliant|
|positive|,|brisk|
|positive|,|buoyant|
|positive|,|calm|
|positive|,|can help|
|positive|,|capable|
|positive|,|centered|
|positive|,|certain|
|positive|,|charming|
|positive|,|cheerful|
|positive|,|clear|
|positive|,|clearly superior|
|positive|,|clever|
|positive|,|come on|
|positive|,|comeback|
|positive|,|comfortable|
|positive|,|competent|
|positive|,|complete|
|positive|,|confident|
|positive|,|congrats|
|positive|,|congratulation|
|positive|,|connected|
|positive|,|conscious|
|positive|,|considerate|
|positive|,|convenient|
|positive|,|cool|
|positive|,|cooperative|
|positive|,|courageous|
|positive|,|creative|
|positive|,|cute|
|positive|,|damn good|
|positive|,|daring|
|positive|,|dazzling|
|positive|,|delicious|
|positive|,|delightful|
|positive|,|desirable|
|positive|,|determined|
|positive|,|diligent|
|positive|,|discerning|
|positive|,|discover|
|positive|,|dynamic|
|positive|,|eager|
|positive|,|easy|
|positive|,|efficient|
|positive|,|effortless|
|positive|,|elated|
|positive|,|elegant|
|positive|,|eloquent|
|positive|,|enchanting|
|positive|,|encouraging|
|positive|,|endless|
|positive|,|endorse|
|positive|,|energetic|
|positive|,|engaging|
|positive|,|enhancing|
|positive|,|enormous|
|positive|,|enterprising|
|positive|,|enthusiastic|
|positive|,|enticing|
|positive|,|epic flail|
|positive|,|excellent|
|positive|,|exceptional|
|positive|,|excited|
|positive|,|exciting|
|positive|,|experienced|
|positive|,|exquisite|
|positive|,|exuberant|
|positive|,|fabulous|
|positive|,|fail|
|positive|,|fair|
|positive|,|faithful|
|positive|,|fantastic|
|positive|,|far-sighted|
|positive|,|fascinating|
|positive|,|fine|
|positive|,|flail|
|positive|,|flattering|
|positive|,|flourishing|
|positive|,|fortunate|
|positive|,|free|
|positive|,|frickin ruled|
|positive|,|frickin rules|
|positive|,|friendly|
|positive|,|ftw|
|positive|,|fulfilled|
|positive|,|fun|
|positive|,|funny|
|positive|,|generous|
|positive|,|gentle|
|positive|,|genuine|
|positive|,|gifted|
|positive|,|glad|
|positive|,|glorious|
|positive|,|glowing|
|positive|,|good|
|positive|,|good luck|
|positive|,|good thing|
|positive|,|good-looking|
|positive|,|gorgeous|
|positive|,|graceful|
|positive|,|gracious|
|positive|,|grand|
|positive|,|great|
|positive|,|gtd|
|positive|,|handsome|
|positive|,|happy|
|positive|,|hardy|
|positive|,|harmonious|
|positive|,|hawt|
|positive|,|hawtness|
|positive|,|healed|
|positive|,|healthy|
|positive|,|helpful|
|positive|,|high|
|positive|,|highly positive|
|positive|,|hilarious|
|positive|,|honest|
|positive|,|humorous|
|positive|,|i like|
|positive|,|i want|
|positive|,|ideal|
|positive|,|imaginative|
|positive|,|impressive|
|positive|,|imrpessive|
|positive|,|incredible|
|positive|,|industrious|
|positive|,|ingenious|
|positive|,|innovative|
|positive|,|inspired|
|positive|,|integrate|
|positive|,|intellectual vigor|
|positive|,|intelligent|
|positive|,|interested|
|positive|,|interesting|
|positive|,|intuitive|
|positive|,|inventive|
|positive|,|invincible|
|positive|,|inviting|
|positive|,|irresistible|
|positive|,|is the best|
|positive|,|jolly|
|positive|,|joyous|
|positive|,|judicious|
|positive|,|keen|
|positive|,|kind|
|positive|,|kinda impressed|
|positive|,|knowing|
|positive|,|leaning towards|
|positive|,|life saver|
|positive|,|liked it|
|positive|,|limitless|
|positive|,|lively|
|positive|,|lol|
|positive|,|looking forward to|
|positive|,|love|
|positive|,|love it|
|positive|,|lovely|
|positive|,|loves it|
|positive|,|loving|
|positive|,|lucky|
|positive|,|luminous|
|positive|,|magical|
|positive|,|magnificent|
|positive|,|make a difference|
|positive|,|marvellous|
|positive|,|masterful|
|positive|,|mighty|
|positive|,|miraculous|
|positive|,|motivated|
|positive|,|moves me|
|positive|,|my hero|
|positive|,|natural|
|positive|,|neat|
|positive|,|nice|
|positive|,|nicely|
|positive|,|noble|
|positive|,|not suck|
|positive|,|nurturing|
|positive|,|obedient|
|positive|,|ok|
|positive|,|optimistic|
|positive|,|outstanding|
|positive|,|passionate|
|positive|,|peaceful|
|positive|,|perfect|
|positive|,|persevering|
|positive|,|persistent|
|positive|,|piece of cake|
|positive|,|playful|
|positive|,|pleasant|
|positive|,|pleasantly|
|positive|,|pleasantly surprised|
|positive|,|pleasing|
|positive|,|plentiful|
|positive|,|plus|
|positive|,|positive|
|positive|,|powerful|
|positive|,|precious|
|positive|,|prepared|
|positive|,|pretty good|
|positive|,|productive|
|positive|,|profound|
|positive|,|prompt|
|positive|,|prop|
|positive|,|props|
|positive|,|prosperous|
|positive|,|proud|
|positive|,|pumped|
|positive|,|qualified|
|positive|,|quick|
|positive|,|quite amazing|
|positive|,|radiant|
|positive|,|rally|
|positive|,|really like|
|positive|,|really love|
|positive|,|really neat|
|positive|,|reasonable|
|positive|,|recommend|
|positive|,|refined|
|positive|,|refreshing|
|positive|,|relaxing|
|positive|,|reliable|
|positive|,|relieved|
|positive|,|remarkable|
|positive|,|resolute|
|positive|,|resourceful|
|positive|,|respected|
|positive|,|responsive|
|positive|,|rewarding|
|positive|,|robust|
|positive|,|rocks|
|positive|,|safe|
|positive|,|satisfied|
|positive|,|secure|
|positive|,|seductive|
|positive|,|self-reliant|
|positive|,|sensational|
|positive|,|sensible|
|positive|,|sensitive|
|positive|,|serene|
|positive|,|sharing|
|positive|,|silly|
|positive|,|skilful|
|positive|,|smart|
|positive|,|smashing|
|positive|,|smiling|
|positive|,|smooth|
|positive|,|so cool|
|positive|,|so great|
|positive|,|so proud|
|positive|,|sparkling|
|positive|,|spiritual|
|positive|,|splendid|
|positive|,|strong|
|positive|,|stunning|
|positive|,|successful|
|positive|,|super|
|positive|,|superb|
|positive|,|superior|
|positive|,|surprised|
|positive|,|swift|
|positive|,|talented|
|positive|,|tenacious|
|positive|,|terrific|
|positive|,|thank you|
|positive|,|thankful|
|positive|,|thanks|
|positive|,|thanks!|
|positive|,|the best|
|positive|,|thks|
|positive|,|thoughtful|
|positive|,|thrilling|
|positive|,|thriving|
|positive|,|thx|
|positive|,|timely|
|positive|,|trusting|
|positive|,|truthful|
|positive|,|ultimate|
|positive|,|unique|
|positive|,|valiant|
|positive|,|valuable|
|positive|,|versatile|
|positive|,|very cool|
|positive|,|very exceptional|
|positive|,|very quickly|
|positive|,|vibrant|
|positive|,|victorious|
|positive|,|vigorous|
|positive|,|vivacious|
|positive|,|vivid|
|positive|,|voting for|
|positive|,|w00t|
|positive|,|warm|
|positive|,|way to go|
|positive|,|wealthy|
|positive|,|well|
|positive|,|whole|
|positive|,|wise|
|positive|,|witty|
|positive|,|wonderful|
|positive|,|woo|
|positive|,|woot|
|positive|,|worthy|
|positive|,|would love|
|positive|,|would recommend|
|positive|,|wowsers|
|positive|,|yay|
|positive|,|young|
|positive|,|youthful|
|positive|,|yum|
|positive|,|yummy|
|positive|,|zany|
|positive|,|zeal|
|positive|,|zealous|
|positive|,|zest|
